index,text,label
423,Golf: Garcia storms into lead Spain's Sergio Garcia comes home in 31 to take a one-shot lead at the Volvo Masters.,0
424,"South American leaders sign Ayacucho Declaration One day after creating the South American Community of Nations (CSN), a continent wide political-economic bloc, the leaders of South America on Thursday signed the Ayacucho Declaration ",0
425,French editor quits in Israel row The head of news at a state-run French radio station resigns after an outcry over his criticism of Israel.,0
426,"U.N. Won't Train Judges for Iraq Tribunal (AP) AP - The United Nations won't train judges or prosecutors for the Iraqi tribunal that will try members of Saddam Hussein's regime because it has no mandate and doesn't work with courts that can impose the death penalty, a U.N. associate spokesman said Friday.",0
427,"Brunei #39;s future king marries commoner in glittering ceremony BANDAR SERI BEGAWAN, Brunei Darussalam -- The heir to oil-rich Brunei #39;s throne married a half-Swiss commoner Thursday in a glittering ceremony attended by government leaders and blue-blooded guests from around the world.",0
428,Bus hijacked on outskirts of Athens A bus was hijacked today and shots were fired at police who surrounded it on the outskirts of Athens. Police did not know how many passengers were aboard the bus.,0
429,"Frances Takes Aim at Florida Panhandle FORT PIERCE, Fla. - Weakened but persistent, Tropical Storm Frances took aim at the Florida Panhandle on Monday after leaving behind flooding and torn rooftops throughout a wide swath of central and southern Florida...",0
430,"Clinton recovering after heart op Former US President Bill Clinton's heart bypass operation is successful, say doctors in New York.",0
431,"Egypt Inquiry Slowed by Lack of Evidence Two weeks after coordinated bombings at several Red Sea resorts in Egypt, investigators have yet to assemble a clear picture of how the attacks occurred or identify the people or group behind them.",0
432,"Hamas  amp; Islamic Jihad  The Attacks Must Continue (IsraelNN.com) Following a second round of talks in as many days between interim PA leader Abu Mazen and representatives of the Hamas and Islamic Jihad terror organizations, the terrorists exclaimed they are unwilling to comply with requests to halt ",0
433,"Report: Saddam Benefitted From U.N. Deals NEW YORK - Suitcases full of cash, secret bank accounts, covert operatives, corrupt politicians on the take. A report detailing alleged illicit U.N...",0
434,"Colombian Soldiers Charged in Killings (AP) AP - Colombia's vice president acknowledged he was wrong for suggesting that three slain union leaders were tied to Colombia's rebels, after prosecutors rejected the army's version of events and charged three soldiers in the killings.",0
435,"Iraq, UK Govts Say Will Not Give in to Kidnappers  BAGHDAD (Reuters) - The British and Iraqi governments said  they would not bow to the demands of militants threatening to  kill a British hostage, despite tearful pleas from the captive  and his family.",0
436,"Israel Kills 7 Palestinians in North Gaza -- Medics  BEIT LAHIYA, Gaza Strip (Reuters) - Israeli troops shot  dead seven Palestinians in a strawberry field in north Gaza on  Tuesday after mortar fire from Palestinian militants there  wounded two Jewish settlers.",0
437,"China Widens Economic Role in Latin America Driven by one of the largest and most sustained economic expansions in history, China is increasingly turning to South America as a supplier.",0
438,"Abbas Calls for End of Armed Uprising The armed uprising against Israel is a mistake and must end, interim Palestinian leader Mahmoud Abbas said in an interview published Tuesday, signaling his determination to change direction after Yasser Arafat's death.",0
439,Civil war possible after Iraq elections: US' top soldier (AFP) AFP - US army chief General Richard Myers said in an interview that civil war could erupt in Iraq after forthcoming elections.,0
440,"Arab network says ten new hostages seized in Iraq The Arab TV network Al-Jazeera is showing footage of six Iraqis, two Lebanese and two Indonesian women. The Islamic Army in Iraq is claiming responsibility.",0
441,"UN Seeks to Speed Arrival of Peacekeepers in Haiti The United Nations says it is trying to speed up the arrival of peacekeeping troops in Haiti to help with emergency relief in the wake of Tropical Storm Jeanne, which wreaked havoc in the Caribbean nation earlier this month.",0
442,Argonaut founder rebuilds empire The founder of Argonaut games went into administration a week ago has bought back most of the group.,0
443,"Iraq Allies, Countering Annan, Insist War Was Legal (Reuters) Reuters - Britain, Australia and a former U.S.\official, stung by criticism from U.N. Secretary-General Kofi\Annan, insisted on Thursday that their countries' military\action in Iraq was legal.",0
444,"Blair: Next Few Weeks 'Crucial' for N.Ireland  LONDON (Reuters) - The next few weeks will be critical for  efforts to clinch a new Northern Ireland peace deal, British  Prime Minister Tony Blair said Monday.",0
445,"Canada to Hold Inquiry on Submarine Fire, Meet With UK #39;s Hoon Canada will hold a naval inquiry into the cause of a fire that broke out on a submarine last week, killing one sailor and leaving the vessel drifting in the Atlantic, Canadian Defense ",0
446,EU executive warns of fallout from Belarus vote The European Commission warned Tuesday that a vote in Belarus paving the way for autocratic President Alexander Lukashenko to retain power will damage the ex-Soviet republic #39;s relations with the EU.,0
447,"Kerrys Unilateralism Of all the exchanges in the first presidential debate, at the University of Miami Thursday night, the one I found most perplexing was over the North Korean nuclear issue.",0
448,"Fidels fall fails to get US call Havana, Oct. 22 (Agencies): Fidel Castro wont allow himself to be put under general anaesthesia and America wont say get well soon.",0
449,"Two Private Planes Violate Bush Air Space (AP) AP - Two small private aircraft violated restricted air space Saturday over two of President Bush's campaign rallies in central Florida, authorities said.",0
450,"After decades on run, Indian  #39;demon #39; killed MADRAS, India - He was India #39;s most wanted bandit, a brutal smuggler who murdered police officers, slaughtered elephants and kidnapped a movie star.",0
451,Koizumi views quake-damaged Japan Prime Minister Junichiro Koizumi headed to northern Japan to survey the damage wrought by the deadliest earthquakes to hit the country in nearly a decade as the death toll jumped to 31.,0
452,Women Says Kids Left in Nigeria Are Angry (AP) AP - The adoptive mother of seven children found malnourished at a Nigerian orphanage said Thursday the youngsters could be lying about claims of physical and emotional abuse because they were upset about their ordeal.,0
453,"Victory spells trouble for US-Europe relations VIENNA: George W Bushs victory in the US presidential election is likely to prolong and even widen the trans-Atlantic rift, adding new urgency to a growing sense in Europe of the need for a balance to US might.",0
454,"Former Pakistan premier Benazir Bhutto #39;s husband released on bail KARACHI, Pakistan The husband of former Pakistan Prime Minister Benazir Bhutto (be-nah-zeer boo-tose) is breathing the air of a free man today.",0
455,"Seven Die in Clashes Over Ousted Afghan Governor  HERAT, Afghanistan (Reuters) - Seven supporters of an  ousted Afghan governor were killed and 20 were wounded on  Sunday in clashes with police and U.S. troops after crowds  torched U.N. offices, medics and witnesses said.",0
456,"Russian Plane Bombers Exploited Corruption A thousand rubles, or about \$34, was enough to bribe an airline agent to put a Chechen woman on board one of the two flights that exploded in midair last month, killing all 90 people aboard.",0
457,"There was no coup plot, say accused Malabo - Equatorial Guinea intends to seek the extradition of Mark Thatcher, son of the former British prime minister, in connection with the alleged coup plot, a government source here has said.",0
458,South Korea fears infiltration by North SEOUL - South Korea tightened security north of the capital Seoul Tuesday after finding signs that North Korean agents may have infiltrated the country.,0
459,"Last two Egyptians  #39;set free #39; THE last two Egyptian telecom employees held hostage in Iraq had been freed, Al-Arabiya television reported today, quoting its own correspondent.",0
460,"Returns: La. Voters Back Gay-Marriage Ban (AP) AP - Early returns indicated strong support among Louisiana voters for a state constitutional amendment banning same-sex marriages and civil unions, one of up to 12 such measures on the ballot around the country this year.",0
461,ABN AMRO Leads European Shares Higher (Reuters) Reuters - European shares opened firmer on\Thursday led by ABN AMRO as investors applauded the savings the\Dutch broker will make from cutting jobs.,0
462,Eritrea denies jail deaths claim Eritrean minister denies report that 20 people were killed in an overcrowded prison after a crack down on draft dodgers.,0
463,"Report: Group Threatens to Kill 15 Iraqi Soldiers  DUBAI (Reuters) - A hitherto unknown Islamist group has  threatened to kill 15 captured Iraqi soldiers if authorities do  not release an aide to Shi'ite rebel cleric Moqtada al-Sadr  within 48 hours, Arab television Al Jazeera reported Sunday.",0
464,"Lithuania Poll Won by Russia-Born Millionaire #39;s Party (Update2) Lithuania #39;s Labor Party, led by Russian-born millionaire Viktor Uspaskich, won a general election after promising to boost social welfare in the Baltic nation that joined the European Union in May.",0
465,Mystery of Archer link to oil coup Investigators probing the backers of the alleged coup in Equatorial Guinea will discover this week what role - if any - disgraced Tory peer Lord Archer played in financing the plot that led to the arrest of Sir Mark Thatcher 11 days ago.,0
466,"Thousands Uprooted by Clashes in East Congo - UN Thousands of civilians have fled their homes after clashes in the east of the Democratic Republic of Congo, the United Nations said on Friday, although it was unclear who was behind the violence.",0
467,"The government of Sudan doesn #39;t hide its atrocities N #39;DJAMENA, Chad As Bill Frist, the majority leader of the US Senate, was interviewing Darfurian refugees in Chad earlier this month, the Sudanese government and Arab janjaweed forces attacked a number of black Darfurian villages just a few miles away ",0
468,"Brazil Seeks Airline Debt Payment Plan The government will allow financially troubled airline Vasp to continue operating for at least another six months if Brazil's fourth-largest airline comes up with a debt payment plan by Friday, Defense Minister Jose Viegas said Thursday.",0
469,"U.S. May Have Found Fallujah Militant Base (AP) AP - U.S. troops sweeping through Fallujah on Thursday found what appeared to be a command center used by followers of Jordanian terrorist Abu Musab al-Zarqawi, and a U.S. general expressed confidence the battle for the city has ""broken the back of the insurgency.""",0
470,Reports: Allawi says Iraq could spread out elections Iraqi Prime Minister Ayad Allawi says national elections scheduled for Jan. 30 could be staged over two or three weeks so that the military can protect voters in dangerous places.,0
471,Blair attends Bigley memorial service Tony Blair has arrived at Liverpool Cathedral for a memorial service for murdered hostage Kenneth Bigley. The prime minister had made a number of telephone calls to the family of the civil engineer during the 62-year-old #39;s captivity in Iraq.,0
472,"Bombs or bribes no answer to Iran nuke threat LAST weekend, the United Nations nuclear watchdog agency called on Teheran to freeze its efforts to produce nuclear fuel, since this will enable Iran to come within days of having a nuclear arsenal.",0
473,"Iran-EU Talks to Resume Nov. 5 as Deadline Looms  VIENNA (Reuters) - Nuclear talks between the EU and Iran  will resume in Paris on Nov. 5 with Tehran facing a looming  deadline to agree to freeze uranium enrichment or risk referral  to the U.N. Security Council, diplomats said on Thursday.",0
474,Canada PM Says Haiti Election Must Include Lavalas Canadian Prime Minister Paul Martin told Haitian leaders on Sunday that deposed President Jean-Bertrand Aristide #39;s political party must take part in new elections.,0
475,Zimbabwe #39;s Mugabe rules out regime change; slams Britain HARARE (AFP) - Zimbabwean President Robert Mugabe ruled out any regime change in this southern African country as his ruling ZANU-PF party held a congress to renew the party #39;s leadership.,0
476,Court stops Fischer deportation Former world chess champion Bobby Fischer wins a court order delaying his deportation from Japan.,0
477,Bosnian Serb calls for surrender A ex-Bosnian Serb officer charged over the Srebrenica massacre calls on fugitives to turn themselves in.,0
478,"Bush Says Iraqi Vote Must Proceed Jan. 30 (AP) AP - President Bush acknowledged Monday that American military forces ""can never guarantee 100 percent security"" for Iraq's elections Jan. 30, but said the voting must proceed on schedule to let people choose democracy over terrorism.",0
479,"Yankees Blow Lead but Beat Twins 13-10 MINNEAPOLIS - Gary Sheffield homered twice and keyed a four-run rally in the ninth inning Thursday night, sending the New York Yankees to a seesaw, 13-10 win over the Minnesota Twins.    Down 9-3 and minus Gold Glove center fielder Torii Hunter after he crashed into the fence, the Twins came back and almost swept the three-game series between AL division leaders...",0
480,"No Sign of Nuke Work at Suspect Iran Site-Diplomats  VIENNA (Reuters) - The analysis of soil samples taken by  U.N. inspectors at Lavizan, a site in Tehran that U.S.  officials suspect may be linked to an atomic weapons program,  shows no sign of nuclear activity, Western diplomats said.",0
481,Europe doesn #39;t believe in democracy What Tony Blair disarmingly calls his  quot;damn high wire act quot; is getting shakier. The bridge between Europe and the United States has become a frayed rope in a tug-of-war match.,0
482,Expert warns of further landslips An expert has warned that landslides such as those seen this week in Perthshire and north Cornwall are set to become more common. ,0
483,"45 dead in raid on  #39;closed #39; township BAGHDAD: The northern Iraqi town of Tall Afar, branded by the US military a den of foreign fighters, remained shut to the outside world last night after a massive US-led air and ground assault killed at least 45 people.",0
484,"Sudan: Peace Deal Must Tackle Past Abuses (Nairobi, November 18, 2004) - The impunity enjoyed by the Sudanese authorities in their ongoing atrocities in Darfur demonstrates why the near-final peace deal to end the country #39;s North-South conflict must include accountability for human rights abuses ",0
485,Police to question 'suicide pact' girl Police wait to speak to a seriously ill teenager whose friend died after the girls made an apparent suicide pact.,0
486,"Red Cross Sees Problems at Guantanamo (AP) AP - The international Red Cross said Tuesday that U.S. officials have failed to address concerns about some significant problems in the treatment of terror suspects detained at the U.S. military prison in Guantanamo Bay, Cuba.",0
487,US children 'abandoned in Africa' Texas authorities are investigating claims that a US mother left her seven adopted children in Nigeria and went to work in Iraq.,0
488,"Millions facing pensions 'misery' Millions of Britons face retirement poverty unless they work longer or save more to plug a 57bn shortfall, a government-inspired report is due to say.",0
489,"Iraq's Najaf Tense After Cleric Snubs Peace Envoys  NAJAF, Iraq (Reuters) - Fears of heavier fighting in Najaf  grew on Wednesday after an Iraqi peace delegation failed to  defuse a confrontation between U.S. troops and militiamen holed  up in a revered shrine in the city.",0
490,New Voters Sign Up in Battleground States (AP) AP - A look at efforts by the Democrats and the Republicans to register new voters in battleground states:,0
491,Iraq to dominate Labour conference Iraq and the fate of a British hostage are threatening to thwart Prime Minister Tony Blair #39;s efforts to put domestic issues centre stage today as Chancellor Gordon ,0
492,"Karzai to Become Afghan President; UN Says Security Threatened Hamid Karzai becomes Afghanistan #39;s first democratically elected president today at an inauguration ceremony in the capital Kabul, as the United Nations said warlords and drug trafficking threaten the country #39;s security.",0
493,Dominicans send juiced message Dominican New Yorkers had a message yesterday for the newly elected president of their homeland: Let there be light. ,0
494,"End armed chaos - Palestinian leader PLO leader Mahmud Abbas stepped up calls Friday to end  quot;armed chaos quot; engulfing the occupied territories, as the new Palestinian leadership readied the ground for presidential elections in January.",0
495,"Iraqi Forces Move Close to Najaf Shrine - Witness  NAJAF, Iraq (Reuters) - Iraqi security forces advanced to  within 400 meters (yards) of Najaf's Imam Ali shrine on  Tuesday, a Reuters witness said.",0
496,"GAO to Investigate Voting Irregularies (AP) AP - The Government Accountability Office, responding to a request from Democratic lawmakers, will investigate the way votes were counted in the Nov. 2 election.",0
497,"Russian Forces Storm School; 7 Killed BESLAN, Russia - At least seven people were killed and 310 others wounded Friday, reports said, after commandos stormed a school in southern Russia where hundreds had been held hostage for three days by rebels strapped with explosives.    Troops killed five of the hostage-takers but 13 others escaped, the ITAR-Tass news agency said...",0
498,"Three Britons killed in Baghdad blast (AFP) AFP - Three British nationals were killed in one of two car bomb explosions in Baghdad, the Foreign Office in London and a US security firm said.",0
499,"Embattled Ukraine PM Slams Opponent's 'Orange Coup'  KIEV (Reuters) - Ukraine's prime minister came out fighting  on Friday in the campaign for a re-run of a rigged presidential  election, accusing opposition challenger Viktor Yushchenko of  instigating ""totalitarianism"" against voters.",0
500,Rick Weaver The Steelers and Miami Dolphins are in a tough spot. So is the National Football League. Today #39;s scheduled game at Pro Player Stadium was rescheduled tonight at 8:30 pm because of the expected arrival of Hurricane Jeanne.,1
501,"Brazilians win gold at the beach Athens, Greece (Sports Network) - Brazil #39;s Ricardo Sanos and Emanuel Rego won their country #39;s first-ever gold medal in men #39;s beach volleyball Wednesday night with a straight set victory over Javier Bosma and Pablo Herrera of Spain.",1
502,"Chelsea pair reveal Mutu backing Chelsea striker Mateja Kezman and club keeper Petr Cech have come out in support of team-mate Adrian Mutu.  quot;It was a shock for all of us, quot; said Kezman about Mutu failing a drug test.",1
503,"Rossi expects backlash from Honda Newly-crowned world champion Valentino Rossi is already looking forward to a bigger challenge next season. Rossi, who clinched his fourth straight world MotoGP title on Sunday, expects former team Honda to provide an even sterner challenge than this year.",1
504,MLB: Pirates Ship Kendall to A's (Reuters) Reuters - The Pittsburgh Pirates\Saturday traded veteran catcher Jason Kendall and cash\considerations to Oakland in exchange for pitchers Mark Redman\and Arthur Rhodes.,1
505,Parcells wins veteran clash Bill Parcells #39; Dallas Cowboys beat the Joe Gibbs-coached Washington Redskins 21-18 in a classic encounter on Monday. Terry Glenn scored the winning touchdown early in the fourth quarter.,1
506,Wicked good outcome So where should the Boston Red Sox start their World Series parade? That #39;s the question. At Bill Buckner #39;s house? How about from in front of Aaron Boone #39;s plasma screen?,1
507,Notre Dame #39;s Willingham just had too many bad Saturdays There has been much talk over the past 36 hours about how Notre Dame and its football program are now no different from any number of other college football  #39;factories #39; littering the landscape.,1
508,"Sharapova Defeats Serena in WTA Final (AP) AP - Maria Sharapova overcame an early third-set mental lapse against an injured Serena Williams to win the WTA Championships 4-6, 6-2, 6-4 Monday night in a rematch of their Wimbledon final.",1
509,Angels ponder life without Guillen ANAHEIM ---- Angels management was so disturbed by Jose Guillen #39;s backlash at manager Mike Scioscia after Guillen was removed for a pinch runner Saturday that the team is willing to chase a playoff berth without its slugging left fielder.,1
510,Bourque inducted into NHL Hall of Fame Former Boston Bruin great Ray Bourque entered the Hockey Hall of Fame Monday. Not bad for a kid who just wanted to make a good impression as rookie in 1979.,1
511,Ten times two equals one NASCAR champ NASCAR's 2004 season has finally come to this: The Last Ten. And this: The Last Ten Men Standing.,1
512,"Backe Homers and Pitches Astros to Win (AP) AP - Houston Astros pitcher Brandon Backe got his first career homer, a two-run shot, and allowed one run in seven innings to keep the Astros in the thick of the NL wild-card chase with an 11-5 win over the Cincinnati Reds on Monday  #151; their season-high 10th straight victory.",1
513,Selig to get 3-year extension Major League Baseball #39;s owners will convene in Philadelphia today for two days of meetings that will culminate with a coronation of sorts. ,1
514,"Pampling struggles but maintains lead Irrespective of the conditions on day three of the Hillross Australian Open Championship, the Australian Golf Club #39;s layout was always going to provide a test of both game and character.",1
515,"Berdych Wins First ATP Title in Sicily (AP) AP - Tomas Berdych of the Czech Republic captured his first ATP title, defeating Filippo Volandri of Italy 6-3, 6-3 Sunday at the Campionati Internazionali di Sicilia.",1
516,"Ross out, and strip club manager says tailback passed stolen bills Ohio State senior tailback Lydell Ross will not play for the Buckeyes today in their homecoming game versus Indiana. Coach Jim Tressel would not comment Friday on Ross #39; suspension.",1
517,"Sports: Blue Jays announcer found dead in hotel room TORONTO Former Toronto pitcher John Cerutti (seh-ROO #39;-tee) was found dead in his hotel room today, according to the team. He was 44.",1
518,"Heskey left out of England squad, Cole back in England coach Sven-Goran Eriksson has left Emile Heskey out of his 23-man squad for the World Cup Group Six qualifiers away to Austria in Vienna next Saturday and Poland in Chorzow four days later.",1
519,Hewitt back in top form Lleyton Hewitt finished as the No. 1-ranked player in the world in 2001 and 2002 by running down more balls and winning more matches than anybody.,1
520,Gritty Sonics roll on SAN ANTONIO -- Antonio Daniels scowled and every muscle in his body seemed steel-cable taut as he walked toward the Sonics #39; bench.,1
521,"Second-Ranked Auburn Downs Alabama TUSCALOOSA, Ala. (Sports Network) - Jason Campbell passed for 224 yards and a touchdown, Courtney Taylor caught four passes for 89 yards and a score, and No.",1
522,"Clippers Defeat Warriors, 103-91 (AP) AP - Elton Brand scored six of his 25 points in the final four minutes and finished with 13 rebounds, leading the Los Angeles Clippers to a 103-91 victory over the Golden State Warriors on Sunday.",1
523,"Still Waiting for a New Home The MetroStars' telephone conference call after M.L.S.'s expansion draft was a lot like the team's disappointing season - snaps, crackles but ultimately no pop.",1
524,"Cheaters are still winners in the eyes of many fans On a gloriously sunny San Francisco day last April, a friend and I paid \$150 for tickets worth less than \$80 to see the San Francisco Giants play the Milwaukee Brewers at SBC Park. Of course, like thousands of others on that chilly Monday afternoon, we weren't there so much to see the game as to get a chance to ...",1
525,Cudicini on Wenger #39;s hit list Chelsea reserve keeper Carlo Cudicini has emerged as a possible transfer window target for Arsenal next month. The Italian has fallen behind Petr Cech in the pecking order at Stamford Bridge after the Czech stopper arrived at the club this summer.,1
526,Rugby-Ireland ring the changes ahead of US test Ireland coach Eddie O #39;Sullivan has rested flyhalf Ronan O #39;Gara as he juggles his squad for Saturday #39;s test against the United States at Lansdowne Road.,1
527,Angels' Eckstein Strengthened by Family (AP) AP - David Eckstein proved he could play in the majors despite being smaller than many batboys. He fought through injuries. He learned to hang tight on the plate with a 95 mph fastball coming at him.,1
528,"Blue Jays #39; Chacin wins debut in Yankee Stadium Gustavo Chacin walked into Yankee Stadium for the first time, looked around at the fans and the monuments and the pinstripes, and felt like any other nervous rookie.",1
529,British Grand Prix is rescued thanks to Mirror BRITAIN #39;S Silverstone Grand Prix was yesterday saved for the next five years after a Daily Mirror campaign. Formula One rights holder Bernie Ecclestone gave it a reprieve until 2009 by signing ,1
530,Quiet Man Hughes Will Do It his Way Mark Hughes today vowed that his understated style of management would not be compromised as he embraced the role of lifting Blackburn out of the Barclays Premiership relegation zone.,1
531,"Clemens #39; moment arrives in NLCS The lure of this moment is what made his retirement so short. A pennant on the line, an adopted city #39;s heart in his hands, a hostile stadium and swarming opponent.",1
532,Wilkinson Backs Woodward to Succeed World Cup-winning fly-half Jonny Wilkinson has no doubt former England coach Sir Clive Woodward will succeed in pursuing a new challenge in football.,1
533,"Kings Edge Lakers 109-106 (AP) AP - Peja Stojakovic scored 26 points and made four consecutive free throws in the closing seconds Friday night to lead the Sacramento Kings their seventh straight win, 109-106 over the Los Angeles Lakers.",1
534,Schilling Shines As Red Sox Rout White Sox (AP) AP - Curt Schilling allowed three hits in seven shutout innings for his 15th win and Manny Ramirez hit a grand slam to lead the Boston Red Sox over the Chicago White Sox 10-1 Friday night.,1
535,"Celtics best Knicks for seasons first win Paul Pierce scored 28 points, Ricky Davis added 20, and the Celtics shot 56 percent to win for the first time this season, crushing the New York Knicks 107-73 in the Saturdays home opener at Madison Square Garden.",1
536,"SportsNetwork Game Preview (Sports Network) - The Houston Astros have never won a playoff series in franchise history. Winners of 13 straight division titles, the Atlanta Braves are also hoping to break a Division Series jinx.",1
537,"Ferrari - Belgian Grand Prix  Spa-Francorchamps : Practice &lt;b&gt;...&lt;/b&gt; Jean Todt: It is a pleasure to be back at this circuit, which is probably the most interesting on the current Formula 1 calendar.",1
538,"Lockout threat looms over World Cup final As hard as the numerous NHL players gathered here tried to maintain focus on tonight #39;s World Cup of Hockey final, it was impossible to ignore the larger issue rumbling through their midst.",1
539,"Mourning Meets Ratner: Don't Ask Alonzo Mourning again shook things up when he questioned the Nets' new owner, Bruce C. Ratner, on his motive for purchasing the team.",1
540,"Texas to face Michigan in 91st Rose Bowl The Texas Longhorns will make their first BCS bowl appearance at the 91st Rose Bowl Game on Jan. 1, 2005, in Pasadena, Calif., at 3:30 pm.",1
541,Highlights of the college football weekend College football fans welcomed back the first full weekend of the season with plenty of excitement and storylines over a holiday weekend packed with action.,1
542,"Hard feelings likely to linger Parting with Syracuse and the Big East was such sweet sorrow for Boston College after the 17th-ranked Eagles, playing their final game as a Big East member, absorbed a ruinous 43-17 loss yesterday that prevented them from winning the conference title outright and clinching a Bowl Championship Series berth.",1
543,"Buckeyes screwed over by postseason ban Members of the new Ohio State basketball staff have worked on fixing their current team for nearly six months. From the outside, it hasn #39;t seemed that long, but it probably felt like a year or more to the ",1
544,"Bryant Prosecutors Say Some Data Tainted (AP) AP - Two days before the start of jury selection in Kobe Bryant's rape case, prosecutors charged that crucial DNA evidence the defense had hoped to use to prove the NBA star's innocence might have been contaminated.",1
545,Edwards Out of Games U.S. sprinter Torri Edwards is knocked out of the Olympics for good Tuesday when an arbitration panel upholds her two-year drug suspension.,1
546,"Storm 70, Lynx 58 Lauren Jackson scored 14 points to lead the Seattle Storm past the Minnesota Lynx 70-58 Saturday in the first game of their WNBA Western Conference semifinal series.",1
547,"Deion not ready for prime time Baltimore, MD (Sports Network) - The Baltimore Ravens will again be without cornerback Deion Sanders for the team #39;s nationally-televised Monday night battle against the Kansas City Chiefs.",1
548,"Inter crushes Anderlecht, leads group by three points Inter Milan beat Anderlecht 3-1 away to open a three-point lead in Champions League Group G on Wednesday. Obafemi Martins put Inter ahead in the ninth minute when he turned in a low left cross from fellow striker Adriano.",1
549,"NHL players meeting to discuss lockout Members of the NHL Players Association are meeting in Toronto today to discuss the seven-week-old hockey lockout. Some 70 to 80 player reps are expected at the meeting, who will then brief their teammates back home.",1
550,"USC, Oklahoma remain 1-2 in BCS;  #39;Canes and  #39;Noles plummet Philadelphia, PA (Sports Network) - Southern California and Oklahoma remained the top two teams in the Bowl Championship Series standings, while Miami- Florida and Florida State plummeted in the rankings after suffering surprising road losses on Saturday.",1
551,"Caborn in new talks to save grand prix The gloom over the threatened British grand prix started to lift yesterday when Sir Jackie Stewart confirmed that the minister for sport, Richard Caborn, is working with local authorities on ways of closing the gap between the fee demanded by Bernie ",1
552,"Ferrero leads Spanish slump in Madrid Holder Juan Carlos Ferrero has suffered a 6-3, 6-1 setback against a Peruvian with a bad ankle, crashing out listlessly in his opening match at the Madrid Masters.",1
553,Brady Helps Patriots Win Record 19th Straight  NEW YORK (Reuters) - Tom Brady threw two touchdown passes  to help the New England Patriots set a record for consecutive  victories by downing the winless Miami Dolphins 24-10 in  Foxboro Sunday.,1
554,Late goals boost Milan title hopes Kaka and Andrea Pirlo both scored in the last eight minutes to rally AC Milan to a 2-1 victory at rainy Parma on Saturday and move it within a point of Serie A leader Juventus.,1
555,"Herniated disk discovered in pitcher #39;s lower back The Florida Marlins have withdrawn their two-year, \$4.75 million offer to Antonio Alfonseca after a herniated disk was found in the pitcher #39;s lower back, the Miami Herald reported Friday.",1
556,UPDATE 2-Late Bouba Diop strike denies United A late equaliser from Pape Bouba Diop gave Fulham a 1-1 draw at home to Manchester United on Monday and prevented Alex Ferguson #39;s team from moving back into to the thick of the Premier League title race.,1
557,Notes: Kennedy lost for season The Angels suffered a huge blow to their playoff chances Tuesday when they learned that second baseman Adam Kennedy suffered a season-ending knee injury in Monday night #39;s game.,1
558,"Suns sign Japanese guard Tabuse Tabuse, who was waived after training camp with the Denver Nuggets last year, hopes to become the first Japanese-born player to make the NBA.",1
559,"Time to take care of business The Cubs didn #39;t need to fly anywhere near Florida to be in the eye of the storm. For a team that is going on 100 years since last winning a championship, the only thing they never are at a loss for is controversy.",1
560,LARSSON SUFFERS INJURY AGONY Barcelona striker Henrik Larsson is unlikely to play again this year because of a knee injury. The Sweden international had to be carried from the Nou Camp pitch during the second half of Saturday night #39;s ,1
561,"DC works to find stadium financing Advocates for preserving a major league baseball team in Washington, DC, said Friday that their strategy involves trying to convince DC Council chairwoman Linda W. Cropp that the city is committed to attracting private stadium financing on its own without ",1
562,"Successful, respected coach usually has last laugh Before we talk about the possibility Rick Majerus is the greatest coaching hire in USC sports history, let #39;s acknowledge that his arrival Wednesday raised a number of questions.",1
563,"Mussina, Matsui Set Up Game One Victory for Yankees Mike Mussina retired the first 19 batters he faced and Hideki Matsui drove in five runs as the New York Yankees opened the American League Championship Series with a wild 10-7 win over the Boston Red Sox Tuesday.",1
564,Moore battles back to top List at US amateur championship Ryan Moore staged a remarkable comeback to overhaul Luke List in the 36-hole final of the US amateur championship at the Winged Foot Golf Club on Sunday.,1
565,"Yankee fans forced to face harsh reality NEW YORK - They clung to hope that the Red Sox would choke at the last minute and once again fail to win the World Series, but when it didn't happen, some Yankees fans yesterday begrudgingly gave the Sox their due.",1
566,Coulthard eyes Williams DAVID COULTHARD has thrown his hat in the ring to fill Jenson Buttons void at Williams. Williams had expected Button to partner Mark Webber next season but were left looking for a new driver after Formula ,1
567,"Playing indoors will make for a different game in West Final, says &lt;b&gt;...&lt;/b&gt; VANCOUVER (CP) - Wally Buono expects a different game when the Saskatchewan Roughriders come in from the cold to face the BC Lions in Sunday #39;s CFL West Final.",1
568,"CSKA Moscow overcome PSG CSKA Moscow continued their bright start to Group H of the Champions League tonight with a victory against PSG. Sergei Semak scored after 64 minutes for the Russian side, and he was instrumental in CSKA #39;s second as he was taken down.",1
569,"Prasar Bharti to challenge BCCI decision in Supreme Court New Delhi, Oct. 1 (PTI): Stung by the BCCI decision to award telecast rights for the India-Australia Test series to Sony TV, Prasar Bharti today said it would challenge the decision in Supreme Court.",1
570,JFK assassination  #39;game #39; stirs up controversy A PC game produced by Scottish firm Traffic Games has come under fire from the family of former US president John F Kennedy for allowing gamers to play through his assassination as sniper Lee Harvey Oswald.,1
571,"Drogba faces UEFA punishment Chelsea manager Jose Mourinho has urged European football #39;s governing body, UEFA, not to punish star striker Didier Drogba for taunting Paris Saint-Germain fans on Tuesday.",1
572,Exclusive to pgatour.com.au/Sportal Peter Lonard was almost an afterthought last week at The Australian - until the last nine when his pressure-proof action flushed enough irons close enough to steal the championship from those who had borne the brunt of the leaders #39; tension for three and a ,1
