,index,text,label,preprocessed_text
571,571,"Drogba faces UEFA punishment Chelsea manager Jose Mourinho has urged European football #39;s governing body, UEFA, not to punish star striker Didier Drogba for taunting Paris Saint-Germain fans on Tuesday.",1,drogba face uefa punishment chelsea manager jose mourinho urged european football governing body uefa punish star striker didier drogba taunting paris saint-germain fan tuesday
572,572,Exclusive to pgatour.com.au/Sportal Peter Lonard was almost an afterthought last week at The Australian - until the last nine when his pressure-proof action flushed enough irons close enough to steal the championship from those who had borne the brunt of the leaders #39; tension for three and a ,1,exclusive pgatour.com.au/sportal peter lonard almost afterthought last week australian last nine pressure-proof action flushed enough iron close enough steal championship borne brunt leader tension three
573,573,Plenty of options for Washington The No. 2 Oklahoma Sooners would like the poll voters out there to understand just how difficult a task they accomplished Saturday.,1,plenty option washington oklahoma sooner would like poll voter understand difficult task accomplished saturday
574,574,"Atlanta Braves, Smoltz Agree to New Deal  ATLANTA (Sports Network) - The Atlanta Braves announced  Thursday that the team has come to terms with longtime pitcher  John Smoltz to a new two-year contract with a club option for  the 2007 season. Per club policy, financial terms were not  disclosed.",1,atlanta brave smoltz agree new deal atlanta atlanta brave announced thursday team come term longtime pitcher john smoltz new two-year contract club option season per club policy financial term disclosed
575,575,No rest as Holmes returns for heats Kelly Holmes was due back in the Olympic stadium on Tuesday evening less than 24 hours after becoming the first British woman to win gold in the 800metres for 40 years.,1,rest holmes return heat kelly holmes due back olympic stadium tuesday evening le hour becoming first british woman win gold metre year
576,576,"American Peirsol, Australian Hanson excel at world championships Peirsol plays a part in 2 world records: Aaron Peirsol of Irvine, Calif., lowered his world record in the 200-meter backstroke at the short-course world championships, which ended last night in Indianapolis.",1,american peirsol australian hanson excel world championship peirsol play part world record aaron peirsol irvine calif. lowered world record -meter backstroke short-course world championship ended last night indianapolis
577,577,"Beckham praised for lifting listless Real Madrid David Beckham #39;s goal against Primera Liga newcomer Numancia was the highlight of Real Madrid #39;s first league outing in the Santiago Bernabeu Stadium this season, according to the country #39;s sports press Sunday.",1,beckham praised lifting listless real madrid david beckham goal primera liga newcomer numancia highlight real madrid first league outing santiago bernabeu stadium season according country sport press sunday
578,578,"Tranghese offers new BCS plan Big East commissioner Mike Tranghese is pushing a plan to change the way teams are selected for the Bowl Championship Series and make the process, which has been marked by controversy since its inception in 1998, more in line with the way the NCAA picks teams for its basketball tournament.",1,tranghese offer new bcs plan big east commissioner mike tranghese pushing plan change way team selected bowl championship series make process marked controversy since inception line way ncaa pick team basketball tournament
579,579,"Russia beat France to win its first Fed Cup Russia edged defending champion France 3-2 to claim its first Fed Cup title Sunday, with Anastasia Myskina and Vera Zvonareva beating Marion Bartoli and Emilie Loit 7-6 (5), 7-5 in the decisive doubles match.",1,russia beat france win first fed cup russia edged defending champion france claim first fed cup title sunday anastasia myskina vera zvonareva beating marion bartoli emilie loit decisive double match
580,580,New model Safin rediscovers hot shots One of the best things that could happen to tennis would be for Marat Safin to return consistently to the form that enabled him to capture the 2000 US Open title - and at last there were signs of this yesterday as the charismatic Russian won his first ,1,new model safin rediscovers hot shot one best thing could happen tennis would marat safin return consistently form enabled capture open title last sign yesterday charismatic russian first
581,581,"Rain eases to showers ahead of one-day decider Rain is continuing to fall around Brisbane, threatening the deciding match in the Chappell-Hadlee one day series between Australia and New Zealand.",1,rain eas shower ahead one-day decider rain continuing fall around brisbane threatening deciding match chappell-hadlee one day series australia new zealand
582,582,"Racing: Consortium claims it has agreed terms to keep Silverstone &lt;b&gt;...&lt;/b&gt; LONDON : A consortium, including former world champion Nigel Mansell, claims it has agreed terms to ensure Silverstone remains one of the venues for the 2005 Formula One world championship.",1,racing consortium claim agreed term keep silverstone london consortium including former world champion nigel mansell claim agreed term ensure silverstone remains one venue formula one world championship
583,583,"Steelers' Bell Out for at Least Two Weeks (AP) AP - In his fourth NFL season, Kendrell Bell is reliving his sophomore jinx. The playmaking inside linebacker for the Pittsburgh Steelers will miss at least the next two games with what is now being called a sports hernia.",1,steelers bell least two week ap fourth nfl season kendrell bell reliving sophomore jinx playmaking inside linebacker pittsburgh steelers miss least next two game called sport hernia
584,584,"Defender to miss extra game NEW YORK -- Already hit with an automatic one-game suspension and a \$250 fine for drawing a red card, Kansas City Wizards defender Alex Zotinca has been issued an additional fine and suspension.",1,defender miss extra game new york already hit automatic one-game suspension fine drawing red card kansa city wizard defender alex zotinca issued additional fine suspension
585,585,"Giambi testified about his steroid use Ripping the shroud further off one of baseball's dirty secrets, Yankees slugger Jason Giambi testified before a federal grand jury that he used performance-enhancing human growth hormone in 2003 and illegal steroids for at least three seasons, the San Francisco Chronicle reported yesterday, citing a transcript of the court proceedings.",1,giambi testified steroid use ripping shroud one baseball dirty secret yankee slugger jason giambi testified federal grand jury used performance-enhancing human growth hormone illegal steroid least three season san francisco chronicle reported yesterday citing transcript court proceeding
586,586,Canas seals third title Guillermo Canas wrapped up the Shanghai Open title with consummate ease on Sunday following a 6-1 6-0 win against Lars Burgsmuller.,1,canas seal third title guillermo canas wrapped shanghai open title consummate ease sunday following win lars burgsmuller
587,587,INDIA TOUR GIVEN GO-AHEAD India #39;s two-Test series in Bangladesh will go ahead after concerns over security issues were allayed. A militant group had vowed to kill the Indian players if they came to Dhaka but that threat has now been dismissed as a hoax.,1,india tour given go-ahead india two-test series bangladesh go ahead concern security issue allayed militant group vowed kill indian player came dhaka threat dismissed hoax
588,588,"Canas in finals of the Shanghai Open Guillermo Canas booked his third finals appearance of the season with a 6-1, 6-2 victory yesterday over a faltering Jiri Novak at the Shanghai Open.",1,canas final shanghai open guillermo canas booked third final appearance season victory yesterday faltering jiri novak shanghai open
589,589,Bowden lands slugger Guillen Jim Bowden continued to lead the hot stove league in deals yesterday when Washington #39;s interim general manager acquired power hitter and problem child Jose Guillen in a trade that sent two ,1,bowden land slugger guillen jim bowden continued lead hot stove league deal yesterday washington interim general manager acquired power hitter problem child jose guillen trade sent two
590,590,"NHL's Kovalev Bolsters Already Potent Kazan Lineup  KAZAN, Russia (Sports Network) - Russian forward Alexei  Kovalev is the latest locked out National Hockey League player  to head abroad, as he signed on to play for AK Bars Kazan.",1,nhl kovalev bolster already potent kazan lineup kazan russia russian forward alexei kovalev latest locked national hockey league player head abroad signed play ak bar kazan
591,591,"Matsui breaks out of slump as Yankees thrash Rays NEW YORK - Hideki Matsui produced three hits with two RBIs Tuesday and snapped an 0-for-16 slump, helping the Yankees crush the Devil Rays 11-2.",1,matsui break slump yankee thrash ray new york hideki matsui produced three hit two rbi tuesday snapped -for- slump helping yankee crush devil ray
592,592,"Spurs Hold Off Sixers Tim Duncan scores a season-high 34 points and grabs 13 rebounds to lead the Spurs to their fifth straight victory, 88-80, over the 76ers.",1,spur hold sixer tim duncan score season-high point grab rebound lead spur fifth straight victory er
593,593,Motorsport: Solberg #39;s stage hat-trick PETTER SOLBERG and Welsh co-driver Phil Mills reeled in Wales Rally GB leader Sebastien Loeb with a stage win hat-trick yesterday.,1,motorsport solberg stage hat-trick petter solberg welsh co-driver phil mill reeled wale rally gb leader sebastien loeb stage win hat-trick yesterday
594,594,"Illini a 4-star hoops power CHAMPAIGN -- ESPN #39;s Jay Bilas said Deron Williams, the Big Ten #39;s Preseason Player of the Year, wouldn #39;t rank in the top 10 in the ACC.",1,illini -star hoop power champaign espn jay bilas said deron williams big ten preseason player year rank top acc
595,595,"Camacho ready to quit as Real coach - reports Real Madrid coach Jose Antonio Camacho offered his resignation to club president Florentino Perez on Sunday, Spanish state radio reported.",1,camacho ready quit real coach report real madrid coach jose antonio camacho offered resignation club president florentino perez sunday spanish state radio reported
596,596,"Officials try to convince Turin Games chief organizer to stay Government officials are trying to convince the chief organizer of the 2006 Turin Olympics not to quit, but Valentino Castellani says there is  quot;no room for second thoughts.",1,official try convince turin game chief organizer stay government official trying convince chief organizer turin olympics quit valentino castellani say quot room second thought
597,597,Johnson receives a message with benching Bethel Johnson remains in the dark on why Patriots coach Bill Belichick decided the second-year wide receiver out of Texas A amp;M should have been kept off the 45-man active roster for last Sunday's win over the Dolphins.,1,johnson receives message benching bethel johnson remains dark patriot coach bill belichick decided second-year wide receiver texas amp kept -man active roster last sunday win dolphin
598,598,Barea sparks Huskies Northeastern and Binghamton were locked in a back-and-forth struggle before Jose Juan Barea took charge. The junior guard scored 15 of his game-high 28 points in the final five minutes to lead the Huskies to a 75-68 victory at Solomon Court yesterday.,1,barea spark husky northeastern binghamton locked back-and-forth struggle jose juan barea took charge junior guard scored game-high point final five minute lead husky victory solomon court yesterday
599,599,"Another Palmer Charges to Victory  The name was familiar. So was the charge.&lt;br&gt; The highlight of Ryan Palmer's rookie season on the PGA Tour came seven months ago across town at Bay Hill, when he met Arnold Palmer for the first time. That changed yesterday in the Funai Classic, where the 28-year-old rookie made a name for...",1,another palmer charge victory name familiar charge highlight ryan palmer rookie season pga tour came seven month ago across town bay hill met arnold palmer first time changed yesterday funai classic -year-old rookie made name
600,600,"Rams Win 23-12, Top NFC West With Seattle (AP) AP - Marc Bulger got off to a red-hot start and a beleaguered defense held Seattle to three field goals in five trips inside the 20 in a 23-12 victory that earned the St. Louis Rams a first-place tie with the Seahawks in the NFC West on Sunday.",1,ram win top nfc west seattle ap marc bulger got red-hot start beleaguered defense held seattle three field goal five trip inside victory earned st. louis ram first-place tie seahawks nfc west sunday
601,601,"Keeping frustrations in reserve Jiri Welsch may vent his frustrations in Czech on the court, but his body language during games and unusually short answers to questions after practice yesterday need no translation. Although a team player, Welsch has been frustrated with his second-unit duties. In a system suited to his abilities and basketball intelligence, Welsch has struggled to make meaningful contributions, ...",1,keeping frustration reserve jiri welsch may vent frustration czech court body language game unusually short answer question practice yesterday need translation although team player welsch frustrated second-unit duty system suited ability basketball intelligence welsch struggled make meaningful contribution
602,602,"Former Greats Lament TV Deal Two former England captains today bemoaned the loss of cricket to Britains living rooms, claiming the sports new television deal had turned its back on thousands of potential future players.",1,former great lament tv deal two former england captain today bemoaned loss cricket britain living room claiming sport new television deal turned back thousand potential future player
603,603,Soccer Racism Taints Spain's Reputation (AP) AP - Spaniards used to say they lived in one of Europe's most racially tolerant countries. Soccer has shattered that myth. In Madrid's Santiago Bernabeu stadium  #151; the Yankee Stadium of soccer  #151; Spanish fans bellowed out monkey noises last week each time a black English player touched the ball in a match between England and Spain.,1,soccer racism taint spain reputation ap spaniard used say lived one europe racially tolerant country soccer shattered myth madrid santiago bernabeu stadium yankee stadium soccer spanish fan bellowed monkey noise last week time black english player touched ball match england spain
604,604,Maine holds on to strike it rich Josh Radulski made a sliding touchdown catch with 5:56 remaining yesterday and Maine stopped a fourth-down play at its 20-yard line in the closing minutes as the Black Bears held on for a 29-25 Atlantic 10 victory at Richmond.,1,maine hold strike rich josh radulski made sliding touchdown catch remaining yesterday maine stopped fourth-down play -yard line closing minute black bear held atlantic victory richmond
605,605,"United States 3, Slovakia 1 Team USA finally showed some energy in the World Cup of Hockey, beating Slovakia 3-1 Friday for its first win in the tournament. Bill Guerin, Jason Blake and Bryan Smolinski scored for the younger, quicker ",1,united state slovakia team usa finally showed energy world cup hockey beating slovakia friday first win tournament bill guerin jason blake bryan smolinski scored younger quicker
606,606,"Games go eons back in time today ATHENS, Greece  The slogan for these Olympics is,  quot;Welcome Home. quot; But the Games really go home today, when the men #39;s and women #39;s shot put are held in the excavated stadium of ancient Olympia, which started all this madness in 776 BC ...",1,game go eon back time today athens greece slogan olympics quot welcome home quot game really go home today men woman shot put held excavated stadium ancient olympia started madness bc
607,607,"Jets remain unbeaten The New York Jets are 4-0 for the second time in their 45-year history, but they know that the road ahead is bound to be more difficult to travel.",1,jet remain unbeaten new york jet second time -year history know road ahead bound difficult travel
608,608,Owens in spotlight quickly with Eagles The City of Brotherly Love does not shower affection as freely as its moniker suggests. Philadelphia fanatics booed when the Eagles took quarterback Donovan McNabb second overall ,1,owen spotlight quickly eagle city brotherly love shower affection freely moniker suggests philadelphia fanatic booed eagle took quarterback donovan mcnabb second overall
609,609,"Suggs to Practice Cleveland Browns running back Lee Suggs has been cleared by doctors to return to practice this week. However, there is still some haziness about his medical condition.",1,suggs practice cleveland brown running back lee suggs cleared doctor return practice week however still haziness medical condition
610,610,Rugby union-Lomu still hopeful of return to action Former All Black winger Jonah Lomu says he is still hopeful of a return to competitive rugby following his kidney transplant earlier this year.,1,rugby union-lomu still hopeful return action former black winger jonah lomu say still hopeful return competitive rugby following kidney transplant earlier year
611,611,"Hewitt, Sluiter, Muller Win at Legg Mason (AP) AP - Lleyton Hewitt breezed to a 6-1, 6-2 win over Kenneth Carlsen Monday night in the first round of the Legg Mason Tennis Classic.",1,hewitt sluiter muller win legg mason ap lleyton hewitt breezed win kenneth carlsen monday night first round legg mason tennis classic
612,612,"Shot-Put Returns to Ancient Stadium THENS, Aug. 17  American shot-putter John Godina walked into the ancient Olympic stadium at Olympia when he arrived there earlier this week and the history he had studied in college came to life before his eyes. ",1,shot-put return ancient stadium then aug. american shot-putter john godina walked ancient olympic stadium olympia arrived earlier week history studied college came life eye
613,613,"Team USA Burned Late The Americans give up two late scores, including Saku Koivu's unchallenged goal with 3:54 left Friday night, in a 2-1 loss to Finland in the semifinals.",1,team usa burned late american give two late score including saku koivu unchallenged goal left friday night loss finland semifinal
614,614,"Olympics: Pound critical of Hamilton gold TORONTO, Canada : World Anti-Doping Agency (WADA) president Dick Pound believes that US cyclist Tyler Hamilton does not deserve to keep his Olympic time-trial gold medal after testing positive for doping in Athens.",1,olympics pound critical hamilton gold toronto canada world anti-doping agency president dick pound belief cyclist tyler hamilton deserve keep olympic time-trial gold medal testing positive doping athens
615,615,"Red Sox, Yanks Play for Pennant Tonight (AP) AP - The Boston Red Sox and New York Yankees will play one game tonight for the American League pennant. The Red Sox pulled even in the series last night with a 4-2 win as Boston won its third straight after losing the first three. Derek Lowe (14-12) goes for Boston tonight against either Kevin Brown (10-6) or Javier Vazquez (14-10) for New York. This afternoon, Pete Munro (4-7) pitches for the Houston Astros against Matt Morris (15-10) for the St. Louis Cardinals. The Astros lead that series 3 games to 2.",1,red sox yank play pennant tonight ap boston red sox new york yankee play one game tonight american league pennant red sox pulled even series last night win boston third straight losing first three derek lowe go boston tonight either kevin brown javier vazquez new york afternoon pete munro pitch houston astros matt morris st. louis cardinal astros lead series game
616,616,"England cricketers fly to Zimbabwe The England cricket team will fly out to Zimbabwe today for the start of their controversial tour of the south African country. Thirteen British journalists had been banned from covering the tour but, following ",1,england cricketer fly zimbabwe england cricket team fly zimbabwe today start controversial tour south african country thirteen british journalist banned covering tour following
617,617,Eli should envy friends of Ben #39;s Ben Roethlisberger knows how good he has it in Pittsburgh these days with a talented supporting cast around him. And he knows how bad Eli Manning has it in New York without much of a supporting cast at all.,1,eli envy friend ben ben roethlisberger know good pittsburgh day talented supporting cast around know bad eli manning new york without much supporting cast
618,618,"Jets #39; Moss questionable for Sunday Hempstead, NY (Sports Network) - New York Jets wide receiver Santana Moss is questionable for Sunday #39;s game against San Francisco because of a hamstring injury.",1,jet moss questionable sunday hempstead ny new york jet wide receiver santana moss questionable sunday game san francisco hamstring injury
619,619,"Mets buy out Leiter #39;s contract New York, NY (Sports Network) - The New York Mets bought of the contract of pitcher Al Leiter on Monday, making him a free agent. Leiter -- who went 10-8 with a 3.21 earned run average in 30 starts in 2004 ",1,mets buy leiter contract new york ny new york mets bought contract pitcher al leiter monday making free agent leiter went earned run average start
620,620,"Venus, Roddick ousted from Olympics Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday. ",1,venus roddick ousted olympics athens greece aug. american andy roddick venus williams shockingly eliminated third round olympic tennis tournament wednesday
621,621,SINGH ON SONG YET AGAIN Vijay Singh #39;s magical season marches on after the Fijian claimed claimed his ninth win of the season last night - the most on the PGA Tour in 54 years - as he cruised to a five-stroke victory at the Chrysler Championship.,1,singh song yet vijay singh magical season march fijian claimed claimed ninth win season last night pga tour year cruised five-stroke victory chrysler championship
622,622,U-Md. Locks Up Friedgen University of Maryland head football coach Ralph Friedgen signed a contract extension on Friday that will keep him in College Park through 2012.,1,u-md lock friedgen university maryland head football coach ralph friedgen signed contract extension friday keep college park
623,623,Sprinter Earle Connor suspended from Paralympic team pending CCES &lt;b&gt;...&lt;/b&gt; ATHENS (CP) - Canadian sprinter Earle Connor has been suspended from the Canadian Paralympic team pending the final review of his positive drug test by the Canadian Centre for Ethics in Sport.,1,sprinter earle connor suspended paralympic team pending cces athens canadian sprinter earle connor suspended canadian paralympic team pending final review positive drug test canadian centre ethic sport
624,624,"SportsNetwork Game Preview (Sports Network) - The Dodgers have been alone in first place in the National League West every day since July 8. That could change tonight, as Los Angeles tries to avoid being swept in a three-game series by the surging San Diego Padres at Petco Park.",1,sportsnetwork game preview dodger alone first place national league west every day since july could change tonight los angeles try avoid swept three-game series surging san diego padre petco park
625,625,Show-me state for Martinez Pedro wasn't talking. The inference is that he would have his arm do all the talking necessary tonight.,1,show-me state martinez pedro n't talking inference would arm talking necessary tonight
626,626,"AU reaches highest BCS ranking AUBURN - Ah, easy street. No game this week. Light practices. And now Auburn is being touted as the No. 3 team in the Bowl Championship Series standings.",1,au reach highest bcs ranking auburn ah easy street game week light practice auburn touted team bowl championship series standing
627,627,"Bolton wobble continues Four games without a win, and two away matches coming up before a home date with a resurgent Manchester City, have put a new complexion on their season.",1,bolton wobble continues four game without win two away match coming home date resurgent manchester city put new complexion season
628,628,Polanco Pitches Well Aaron Polanco's ability to run Navy's option offense will be the key to the Mids' attempt to defeat Notre Dame for the first time in 40 tries this Saturday.,1,polanco pitch well aaron polanco ability run navy option offense key mids attempt defeat notre dame first time try saturday
629,629,"Sharapova signals intent for US Open If Maria Sharapova wins the US Open, which starts at Flushing Meadows on Monday, she will at least be assured of having a mobile phone that works.",1,sharapova signal intent open maria sharapova win open start flushing meadow monday least assured mobile phone work
630,630,Latest R Kelly whistle-blower charged with extortion A Chicago man who threatened to go public with videotapes he claimed featured the troubled soul star R Kelly having sex with a professional athlete #39;s wife has been charged with extortion.,1,latest kelly whistle-blower charged extortion chicago man threatened go public videotape claimed featured troubled soul star kelly sex professional athlete wife charged extortion
631,631,"Open Season College basketball teams around the nation, and several local schools will get the madness started Friday.",1,open season college basketball team around nation several local school get madness started friday
632,632,"Michigan State Blows Out No. 19 Minnesota (AP) AP - Drew Stanton passed for 308 yards and ran for 102 more, setting a school record for total offense, to lead Michigan State to a 51-17 victory over No. 19 Minnesota on Saturday.",1,michigan state blow minnesota ap drew stanton passed yard ran setting school record total offense lead michigan state victory minnesota saturday
633,633,"Nallen rolls to record win Chandler, AZ (Sports Network) - Chris Nallen closed with a one-under 71 on Sunday, but it was more than enough to win the Gila River Golf Classic.",1,nallen roll record win chandler az chris nallen closed one-under sunday enough win gila river golf classic
634,634,Players give OK to steroid-test talks PHOENIX - Baseball players gave their lawyers the go-ahead Tuesday to reach an agreement with owners on tougher testing for steroids.,1,player give ok steroid-test talk phoenix baseball player gave lawyer go-ahead tuesday reach agreement owner tougher testing steroid
635,635,Cricket: Black Caps offered help from Greg Chappell ADELAIDE - New Zealand cricket coach John Bracewell has not ruled out tapping the knowledge of former Australian captain Greg Chappell as the tourists plot to avoid a repeat of their first test humiliation.,1,cricket black cap offered help greg chappell adelaide new zealand cricket coach john bracewell ruled tapping knowledge former australian captain greg chappell tourist plot avoid repeat first test humiliation
636,636,"Cowboys Rally to Beat Raiders, 21-20 (AP) AP - Kerry Collins' one completion covered almost as many yards as Rich Gannon's seven. That's one reason why he might be a better fit in the Oakland Raiders' new offense. Collins' 89-yard scoring strike to Doug Gabriel in the third quarter was the biggest play of the game before the Dallas Cowboys rallied to beat Oakland 21-20 on Tony Romo's 1-yard keeper with six seconds left Saturday night.",1,cowboy rally beat raider ap kerry collins one completion covered almost many yard rich gannon seven one reason might better fit oakland raider new offense collins -yard scoring strike doug gabriel third quarter biggest play game dallas cowboy rallied beat oakland tony romo -yard keeper six second left saturday night
637,637,Timeline of Case Against Kobe Bryant (AP) AP - Timeline of the sexual assault case against Los Angeles Lakers star Kobe Bryant:,1,timeline case kobe bryant ap timeline sexual assault case los angeles lakers star kobe bryant
638,638,"Bobcats Nail Down Franchise's First Win (AP) AP - Gerald Wallace slid face-first off the court after a hard foul, popped back up and looked at the scoreboard. He wasn't seeing things  #151; the Charlotte Bobcats really were on their way to the first win in franchise history.",1,bobcat nail franchise first win ap gerald wallace slid face-first court hard foul popped back looked scoreboard n't seeing thing charlotte bobcat really way first win franchise history
639,639,"Rockets down Clippers 91-86 in OT Tracy McGrady scored 32 points to lead visiting Houston Rockets beating the Los Angeles Clippers 91-86 in overtime. It is the Rockets seventh straight win over the Clippers, and ",1,rocket clipper ot tracy mcgrady scored point lead visiting houston rocket beating los angeles clipper overtime rocket seventh straight win clipper
640,640,Bookies fear Chelsea clean sweep Jose Mourinho hailed Frank Lampard as he led Chelsea last night into the Carling Cup semi-finals with a 2-1 win over Fulham. Frank Lampard came off the bench at Fulham to score a late winner before next week ,1,bookie fear chelsea clean sweep jose mourinho hailed frank lampard led chelsea last night carling cup semi-finals win fulham frank lampard came bench fulham score late winner next week
641,641,Arsenal in goalkeeper quandry The Spaniard has played in two victories in his first three starts - a 3-0 win over Birmingham and a 5-1 triumph over Rosenborg in the Champions League - after replacing Jens Lehmann.,1,arsenal goalkeeper quandry spaniard played two victory first three start win birmingham triumph rosenborg champion league replacing jens lehmann
642,642,Saban Still Top Choice The Dolphins will put their courtship of LSU coach Nick Saban on hold to comply with the NFL's hiring policy by interviewing a minority candidate.,1,saban still top choice dolphin put courtship lsu coach nick saban hold comply nfl hiring policy interviewing minority candidate
643,643,"It's time to cut to Chase at NHIS Sunday's Sylvania 300 at New Hampshire International Speedway (TNT, green flag shortly after 1 p.m.) is going to take some serious 'splainin, especially for those who fall into the category of casual NASCAR viewers.",1,time cut chase nhis sunday sylvania new hampshire international speedway going take serious 'splainin especially fall category casual nascar viewer
644,644,"Keane charged with assault Controversial Ireland and Manchester United star Roy Keane has been charged with assault and criminal damage, English police said on Tuesday.",1,keane charged assault controversial ireland manchester united star roy keane charged assault criminal damage english police said tuesday
645,645,"CB #39;s forced fumble halts Packers #39; attack For most of the first 54 minutes of Sunday #39;s game, Indianapolis Colts cornerback Jason David was definitely a marked man, a rookie fourth-round draft choice who could almost ",1,cb forced fumble halt packer attack first minute sunday game indianapolis colt cornerback jason david definitely marked man rookie fourth-round draft choice could almost
646,646,Diamondbacks Sign Shortstop Clayton  PHOENIX (Sports Network) - The Arizona Diamondbacks signed  free agent shortstop Royce Clayton to a one-year contract on  Tuesday. Financial terms were not released.,1,diamondback sign shortstop clayton phoenix arizona diamondback signed free agent shortstop royce clayton one-year contract tuesday financial term released
647,647,"Competition is sight for Clement The Red Sox are one of seven teams that have an offer on the table to righthander Matt Clement , who came up in the Padres' system with Theo Epstein and remains one of the most attractive pitching options left on the market despite a career record under .500.",1,competition sight clement red sox one seven team offer table righthander matt clement came padre system theo epstein remains one attractive pitching option left market despite career record ..
648,648,"I had faith in Paula PAULA RADCLIFFES husband and coach Gary Lough always believed she would bounce back in style from her Olympic nightmare. Radcliffe, 30, pipped Kenyan Susan Chepkemei to win the New York ",1,faith paula paula radcliffes husband coach gary lough always believed would bounce back style olympic nightmare radcliffe pipped kenyan susan chepkemei win new york
649,649,FERRERO CHASING DAVIS CUP GLORY Juan Carlos Ferrero has targeted further Davis Cup glory when Spain take on the United States in Seville at the weekend. Ferrero is the only member of the Spain team to have won the event before after clinching ,1,ferrero chasing davis cup glory juan carlos ferrero targeted davis cup glory spain take united state seville weekend ferrero member spain team event clinching
650,650,"Fitness test for wounded Tiger Tiger Woods, who is due out at lunchtime in today #39;s first round of the WGC American Express Championship at Mount Juliet, says that his morning warm-up will determine whether he is fit enough to defend his title.",1,fitness test wounded tiger tiger wood due lunchtime today first round wgc american express championship mount juliet say morning warm-up determine whether fit enough defend title
651,651,"Hestrie out of Golden contention For Hestrie Cloete, the season is all but over, as South Africa #39;s high jump world champion failed to continue her winning streak in the Golden League on Friday night in Brussels.",1,hestrie golden contention hestrie cloete season south africa high jump world champion failed continue winning streak golden league friday night brussels
652,652,"India ; Tendulkar backs beleaguered Parthiv India News, New Delhi,Sachin Tendulkar has come out in support of wicket-keeper Parthiv Patel after criticism of his work behind the stumps in the first two Tests against Australia, saying the teenager has done a  quot;good job quot;.",1,india tendulkar back beleaguered parthiv india news new delhi sachin tendulkar come support wicket-keeper parthiv patel criticism work behind stump first two test australia saying teenager done quot good job quot
653,653,Man. U. Gets Rooney Eighteen-year-old phenom Wayne Rooney left Everton  to join Manchester United on Monday after signing a six-year deal worth \$48.3 million.,1,man u. get rooney eighteen-year-old phenom wayne rooney left everton join manchester united monday signing six-year deal worth million
654,654,BAGO BLASTS BACK FOR ARC GLORY Bago restored the lustre to his reputation with a sensational return to form in the Prix de l #39;Arc de Triomphe Lucien Barriere at Longchamp today.,1,bago blast back arc glory bago restored lustre reputation sensational return form prix de arc de triomphe lucien barriere longchamp today
655,655,BAR #39;s Button regrets bid to join Williams British Formula One driver Jenson Button has admitted he was  quot;misguided quot; in seeking to move from BAR to Williams. The 24-year-old announced his intention in August to drive for Williams ,1,bar button regret bid join williams british formula one driver jenson button admitted quot misguided quot seeking move bar williams -year-old announced intention august drive williams
656,656,"It #39;s Good to Be Back, Says Marathon Winner Paula A triumphant Paula Radcliffe put her Athens nightmare behind her by winning the New York City marathon today and declared: Its good to be back.",1,good back say marathon winner paula triumphant paula radcliffe put athens nightmare behind winning new york city marathon today declared good back
657,657,Not looking down at UMass The game came about because both sides had wants and needs. Boston College wanted a fifth home game; the University of Massachusetts needed to pump revenue into its cash-strapped football program.,1,looking uma game came side want need boston college wanted fifth home game university massachusetts needed pump revenue cash-strapped football program
658,658,"Ramirez injured as Red Sox beat Tigers 5-3 for 10th win in 11 &lt;b&gt;...&lt;/b&gt; Manny Ramirez banged a ball off his knee. Keith Foulke had a stiff back. Neither was available at the end of the game, and yet the Boston Red Sox keep winning.",1,ramirez injured red sox beat tiger win manny ramirez banged ball knee keith foulke stiff back neither available end game yet boston red sox keep winning
659,659,"Hewitt beats French teen Monfils to reach third round at Paris &lt;b&gt;...&lt;/b&gt; Second-seeded Lleyton Hewitt defeated French teenager Gael Monfils 6-3, 7-6 (3) at the Paris Masters on Tuesday, then heaped praise on the former junior champion.",1,hewitt beat french teen monfils reach third round paris second-seeded lleyton hewitt defeated french teenager gael monfils paris master tuesday heaped praise former junior champion
660,660,System proving a hit The purists went berserk back in 1993. They hated the idea. The wild card was bad for baseball. Just wait and see.,1,system proving hit purist went berserk back hated idea wild card bad baseball wait see
661,661,"Tennis: Marathon tie-breaker triumph puts Federer into Masters Cup &lt;b&gt;...&lt;/b&gt; HOUSTON, United States : World number one Roger Federer outlasted Marat Safin in a tie-breaker that matched the longest in tennis history to book a date against Lleyton Hewitt in the ATP Masters Cup final.",1,tennis marathon tie-breaker triumph put federer master cup houston united state world number one roger federer outlasted marat safin tie-breaker matched longest tennis history book date lleyton hewitt atp master cup final
662,662,No. 15 WVirginia Beats Temple 42-21 (AP) AP - Kay-Jay Harris caught two scoring passes and ran for two other touchdowns to lead No. 15 West Virginia to a 42-21 victory over Temple on Saturday.,1,wvirginia beat temple ap kay-jay harris caught two scoring pass ran two touchdown lead west virginia victory temple saturday
663,663,Wenger unruffled by sluggish Arsenal Arsenal manager Arsene Wenger is refusing to panic but admits his side are going through a dip after witnessing their English Premiership and Champions League campaigns stutter.,1,wenger unruffled sluggish arsenal arsenal manager arsene wenger refusing panic admits side going dip witnessing english premiership champion league campaign stutter
